CustomerID,Name,Gender,Age,Country,AnnualIncome,PurchaseCount
2622,Carolyn Brooks,Female,51,Western Sahara,70599,42
2623,Christina White,Male,53,Turkmenistan,91545,96
2624,Joanne Olsen,Female,19,Mongolia,135295,99
2625,Anthony White,Female,32,Cote d'Ivoire,24552,61
2626,Deanna Barrera,Female,51,China,136452,64
2627,Mark Weber,Non-Binary,53,Malaysia,29417,31
2628,Carol Carter,Non-Binary,23,Tonga,78579,81
2629,Donald Peterson,Female,56,Malawi,127525,73
2630,Karen Chambers,Male,59,Uzbekistan,88207,10
2631,Antonio Walton,Female,68,Australia,92055,8
2632,Kevin Huerta,Female,68,Rwanda,122266,21
2633,Joseph Smith,Male,75,Montserrat,98270,77
2634,Victoria Juarez,Female,71,Micronesia,131426,59
2635,Kara Rogers,Female,78,Uzbekistan,137865,50
2636,Jacob Wu,Female,29,Croatia,23722,69
2637,Dr. Teresa Ortega MD,Female,20,Chad,90442,70
2638,Henry Rivera,Male,62,Cameroon,115632,30
2639,Jesus Hale,Male,35,British Virgin Islands,60031,95
2640,Stacy Taylor,Male,57,Aruba,99235,17
2641,Sheila Ramirez,Male,38,Suriname,41438,75
2642,Robin Richardson,Male,32,Brazil,78819,20
2643,Mary Alvarez,Female,50,American Samoa,63856,48
2644,Cole Andersen,Female,52,Colombia,53576,73
2645,Robin Smith,Female,43,Denmark,61938,2
2646,Angel Aguirre,Female,25,China,69028,37
2647,Jeremy Lawson,Male,53,Tuvalu,79807,1
2648,Lonnie Miller,Female,65,Afghanistan,69877,4
2649,Timothy Galvan,Male,47,Andorra,117783,54
2650,Dr. Susan Navarro,Female,40,Bahrain,63461,25
2651,Cory Thomas,Female,59,Puerto Rico,113474,3
2652,Laura Vincent,Male,61,Maldives,60469,9
2653,Bethany Robles,Male,31,Hungary,103136,86
2654,Michael Dunn,Female,31,Kyrgyz Republic,40435,87
2655,Carol Griffin,Male,19,Jordan,104117,76
2656,Matthew Allen,Female,72,Hong Kong,34191,74
2657,Paul Keller,Female,54,Brazil,104726,34
2658,Jeffrey Baldwin,Male,22,Aruba,143658,43
2659,Timothy Orr,Female,55,United States of America,135660,74
2660,Connie Scott,Female,62,Antarctica (the territory South of 60 deg S),47386,94
2661,Steven Martinez,Female,58,Madagascar,51721,22
2662,Joseph Swanson,Male,79,Tajikistan,74786,70
2663,Michael Wiggins,Female,71,Niue,33704,2
2664,Pamela Burke,Female,77,Nauru,76635,94
2665,Jamie Love,Female,78,Paraguay,22123,66
2666,Jane May,Male,64,Trinidad and Tobago,110710,32
2667,Savannah Stokes,Male,31,Micronesia,129837,16
2668,Brian Miller,Male,73,Uruguay,134912,76
2669,Patrick Pineda,Male,56,Spain,82993,1
2670,Audrey Richardson,Female,42,Philippines,132752,72
2671,Tiffany Ray,Male,37,Liberia,100122,48
2672,Antonio Nichols,Female,19,Saint Barthelemy,117512,50
2673,Veronica Flores,Female,56,Hungary,45416,13
2674,Michael Hogan,Male,23,British Virgin Islands,21814,15
2675,Lindsay Walker,Female,34,Algeria,98537,53
2676,Joshua Murray,Female,76,Mayotte,70258,44
2677,Tommy Hood,Male,42,Belize,36508,8
2678,Mr. Kyle Thomas DDS,Female,74,Svalbard & Jan Mayen Islands,105166,74
2679,Michele George,Female,45,French Polynesia,98916,46
2680,William Martinez,Female,19,Comoros,133710,69
2681,Michelle Mendoza DVM,Female,52,Holy See (Vatican City State),55699,19
2682,Michael Bennett DVM,Male,54,Hungary,66335,38
2683,Ronald Clark,Male,22,South Africa,66806,11
2684,Rita Graves,Female,18,Bermuda,97853,43
2685,Sean White,Male,57,France,83768,20
2686,Mr. William Hopkins,Female,29,Bahamas,55739,20
2687,Wendy Kelley,Female,73,United States Virgin Islands,54785,21
2688,Michael Mooney,Male,53,Saint Kitts and Nevis,51980,82
2689,Jeanne Rose,Female,62,Dominica,109335,57
2690,Michael Lee,Male,40,Ukraine,120719,50
2691,Jennifer Anderson,Male,64,Mexico,114702,74
2692,Lauren Trujillo,Female,48,French Guiana,105016,98
2693,Michelle Ellis,Female,28,Vanuatu,21609,26
2694,Chad Dominguez,Male,27,Ghana,86253,30
2695,Charles Robinson,Male,20,Pakistan,105481,73
2696,Nancy Smith,Male,71,Ecuador,111128,31
2697,Laura Gregory,Female,31,Norway,48141,42
2698,Brittany Clements MD,Female,33,Western Sahara,50009,68
2699,Tammy Davis,Male,27,Belize,147581,61
2700,Catherine Williams,Male,46,Myanmar,130966,61
2701,Miss Leslie Booker,Male,27,Madagascar,26782,70
2702,Jennifer Johnson,Female,29,Saudi Arabia,112072,78
2703,John Watts,Female,47,Australia,119352,68
2704,Marissa Bennett,Male,58,Solomon Islands,45933,90
2705,Rebecca Barrett,Female,18,Liberia,97154,17
2706,Sharon Santos,Male,22,Falkland Islands (Malvinas),28307,19
2707,Matthew Richardson,Female,37,Italy,112207,51
2708,Bradley Burns,Male,25,Slovenia,126209,70
2709,Katrina Johnson,Male,60,Sao Tome and Principe,128297,63
2710,Laura Hill,Male,29,Seychelles,95874,93
2711,Rebecca White,Male,18,Togo,58346,75
2712,Mr. Jeffrey Duncan,Female,74,Mayotte,132138,80
2713,Arthur Stout,Female,71,Norway,70772,30
2714,Cathy Hess,Female,37,Burundi,92084,25
2715,Justin Herrera,Female,45,Congo,60149,75
2716,Katherine Stone,Female,74,Germany,106700,71
2717,Michelle Tyler,Male,60,Georgia,47526,26
2718,Paul Sheppard,Male,54,Ireland,116758,56
2719,Catherine George,Male,64,Tonga,105712,22
2720,Justin Mcbride,Female,54,Myanmar,148447,89
2721,Carl Harris,Male,29,Germany,88477,19
2722,Justin York,Male,54,Syrian Arab Republic,25695,31
2723,William Hunter,Male,66,Philippines,59169,26
2724,Joshua Henderson,Female,66,Somalia,67947,42
2725,April Turner,Female,73,Bolivia,67224,41
2726,Kelly Patton,Male,61,Antigua and Barbuda,65865,23
2727,Jill Ray,Female,73,Afghanistan,45553,47
2728,Kelly Andersen,Non-Binary,45,Congo,124501,13
2729,Joshua Clark,Female,64,Saint Martin,80410,89
2730,Robert Young,Male,32,Sierra Leone,123754,66
2731,Elijah Wall,Male,23,Andorra,110895,66
2732,Lindsey Robinson,Male,61,Kuwait,44816,16
2733,Carl Dean,Female,76,Syrian Arab Republic,75026,73
2734,David James,Male,78,Sao Tome and Principe,70705,28
2735,Jennifer Miller,Female,37,Iraq,81922,77
2736,Jeffery Neal,Male,67,United States Virgin Islands,135700,35
2737,Andrea Oconnor,Male,31,Cocos (Keeling) Islands,93914,41
2738,Melissa Lee MD,Female,19,Afghanistan,21881,77
2739,Samantha Jacobs,Male,26,Heard Island and McDonald Islands,59567,31
2740,Christian Riddle,Female,54,Svalbard & Jan Mayen Islands,67365,85
2741,Alexander Munoz,Male,37,Suriname,147928,32
2742,Caleb Rodriguez,Female,43,Fiji,99211,54
2743,Andrea Bowman,Female,46,Western Sahara,90122,98
2744,Gavin Nelson,Female,18,Greenland,45006,72
2745,Courtney Smith,Male,72,Zambia,61198,59
2746,Wayne Gray,Female,52,Samoa,42831,41
2747,Timothy Thompson,Female,23,Myanmar,120649,66
2748,Elizabeth Nicholson,Male,54,Hong Kong,36459,96
2749,Joseph Graves PhD,Male,70,Kazakhstan,52443,54
2750,Lisa Mosley,Male,76,Syrian Arab Republic,62316,40
2751,Travis Price,Male,22,Belarus,116131,28
2752,Patrick Faulkner,Male,50,Greenland,84486,37
2753,Linda Atkinson,Female,66,Angola,25877,65
2754,Cameron Smith,Female,68,United Kingdom,59553,74
2755,Brittney Martinez,Female,31,Portugal,134137,55
2756,Nicolas Brown,Male,29,Aruba,24922,4
2757,Vanessa Zimmerman,Female,59,Jordan,142778,99
2758,Lee Mann,Female,37,Jersey,137018,10
2759,William Lindsey,Female,70,Ukraine,24686,47
2760,Desiree Patterson,Male,67,Paraguay,52766,75
2761,Sierra Cervantes,Female,41,Iceland,99943,14
2762,Scott Meza,Male,76,Jamaica,52006,38
2763,Erik Davis,Female,60,Ethiopia,51422,12
2764,Nicholas Duffy,Male,79,Bermuda,136590,45
2765,Anthony Paul,Non-Binary,51,Barbados,148886,17
2766,Katherine Baxter,Female,42,American Samoa,32205,80
2767,Jessica Romero,Male,67,United Kingdom,106590,35
2768,Karen Robertson,Female,46,Oman,43527,66
2769,Dr. Melissa Sullivan DDS,Female,74,India,131483,75
2770,Nichole Klein,Female,56,United States Virgin Islands,38443,41
2771,Nicole Sanchez,Female,48,Heard Island and McDonald Islands,36524,67
2772,Tiffany Morrow,Male,73,French Southern Territories,136477,29
2773,Kelsey Lynch,Non-Binary,64,Trinidad and Tobago,48202,18
2774,Traci Craig,Male,60,Benin,85552,20
2775,Kelly Walker,Male,67,Russian Federation,66142,14
2776,Ryan Palmer,Male,40,Bermuda,81692,34
2777,Jenny Gray,Female,61,Romania,102384,49
2778,Brian Sloan,Male,55,Tajikistan,40855,54
2779,Joshua Miranda,Female,37,Uganda,103747,31
2780,Edwin Carter,Male,40,Western Sahara,80372,58
2781,Oscar Carroll,Non-Binary,79,Czech Republic,45095,42
2782,Eric Fitzpatrick,Male,62,Finland,58724,58
2783,Samantha Johnson,Male,69,Afghanistan,69241,82
2784,Luke Freeman,Male,33,Sri Lanka,123119,30
2785,Luis Murphy,Female,67,Kiribati,72003,25
2786,Aaron Zamora,Female,59,Mauritania,88379,63
2787,Henry Garcia,Female,77,Gibraltar,114837,19
2788,Bradley Robertson Jr.,Male,72,Bolivia,111996,72
2789,John Moore,Male,25,Iran,117454,92
2790,Courtney Foster,Male,67,New Zealand,114283,8
2791,Jeffrey White,Male,38,Svalbard & Jan Mayen Islands,35972,95
2792,Ashley Gonzales,Female,18,Uzbekistan,143805,3
2793,Candice Gomez,Female,72,United States Virgin Islands,113846,67
2794,Ian Harrell,Male,25,Namibia,42927,86
2795,Colton Williams,Male,46,Ethiopia,140589,81
2796,Patrick Santana,Male,49,Sierra Leone,135657,17
2797,Cristian Mendoza,Male,55,Nicaragua,86630,14
2798,Deborah Fisher,Female,22,Latvia,124428,9
2799,Rebecca Klein,Non-Binary,64,Armenia,142035,62
2800,Phillip Macias,Male,39,Maldives,72347,94
2801,Tammy Cameron,Male,64,New Zealand,119708,21
2802,Brian Rodriguez,Male,51,American Samoa,146244,76
2803,Christopher Porter,Male,18,Heard Island and McDonald Islands,108860,37
2804,Cynthia Gregory,Male,72,Sierra Leone,106210,96
2805,William Mclaughlin,Female,72,Moldova,89518,11
2806,Dylan Tucker,Female,43,Senegal,65283,20
2807,Danielle Hernandez,Female,60,Congo,101326,35
2808,Danielle Wang,Male,27,Jersey,32205,53
2809,Wendy Wright,Female,47,Italy,140243,47
2810,Christina Mccarthy,Male,67,Mayotte,109874,75
2811,Meredith Shaw,Male,35,Cook Islands,32748,52
2812,Willie Garza,Male,34,French Polynesia,41097,8
2813,Crystal Anderson,Male,43,Mexico,23092,4
2814,William Hickman,Female,25,Cambodia,73311,27
2815,Luis Davis,Female,64,Honduras,42692,44
2816,Jason Torres,Male,57,Marshall Islands,144954,40
2817,Crystal Rogers,Non-Binary,66,Saint Kitts and Nevis,43862,47
2818,Jordan Schneider,Male,29,Mongolia,110396,94
2819,Derrick Ramirez,Male,44,Monaco,99507,44
2820,Jason Flores,Male,25,Niger,100152,48
2821,Andrew Williams,Female,42,Iraq,90469,91
2822,Christy Kennedy,Male,63,Cayman Islands,24926,85
2823,Ashlee Lopez,Male,21,Iceland,111299,52
2824,Heidi Torres,Female,50,Netherlands,23969,84
2825,Adam Arnold,Male,18,Kuwait,55733,68
2826,Erin Figueroa,Male,36,Slovenia,89855,11
2827,Richard Rice,Female,48,American Samoa,61743,77
2828,Matthew Clark,Non-Binary,33,Malta,59876,73
2829,Stephen Anderson,Male,31,Djibouti,127445,4
2830,Barbara Willis,Female,70,Mauritania,40323,76
2831,Martha Lee,Male,65,Jersey,36428,73
2832,Tammy Jones,Female,22,Micronesia,54578,77
2833,Grace Swanson,Female,58,Micronesia,106486,48
2834,Christina Le MD,Female,43,Maldives,128577,26
2835,Joshua King,Male,79,Ukraine,84140,77
2836,Sarah Meadows,Female,45,Norfolk Island,146378,39
2837,Stephanie West,Male,19,Monaco,127325,92
2838,Susan Jones,Male,67,British Indian Ocean Territory (Chagos Archipelago),103829,58
2839,Timothy Gordon,Female,23,Latvia,26364,19
2840,Kyle Horton,Male,26,Malta,148867,88
2841,Angel Knight,Male,50,Pitcairn Islands,55349,83
2842,Melissa Yang,Female,58,Panama,20691,77
2843,Michael Berg,Female,42,Norway,146899,77
2844,Carol Christensen,Male,65,Libyan Arab Jamahiriya,115598,58
2845,Richard Morales,Male,30,Slovenia,86467,28
2846,Clinton Moore,Male,26,New Zealand,65896,66
2847,Michael Suarez,Male,70,Barbados,77062,10
2848,Joy Zimmerman,Female,30,Haiti,117266,86
2849,Elizabeth Robinson,Female,48,Antarctica (the territory South of 60 deg S),99762,77
2850,Kristen Jackson,Male,58,Heard Island and McDonald Islands,33861,58
2851,David Williams,Male,28,Spain,116837,73
2852,Stephen Ho,Female,21,Namibia,133779,97
2853,Richard Day,Male,51,Japan,108302,14
2854,Rodney Nichols,Male,78,Cocos (Keeling) Islands,121710,84
2855,Gregory Jacobs,Male,55,Guyana,83928,15
2856,Bradley Thornton,Male,63,Korea,126643,96
2857,Miranda Ortiz,Female,21,Tanzania,135720,33
2858,Erika Brown,Male,55,Belarus,103231,17
2859,Samantha Robinson,Female,36,Mongolia,61347,24
2860,Cassandra Bonilla,Male,23,Korea,23121,30
2861,Veronica Osborne,Male,51,Ukraine,103793,62
2862,Ashley Reese,Male,35,Honduras,48164,13
2863,Matthew Berg,Female,30,Angola,45491,62
2864,Kristen Montoya,Male,58,Puerto Rico,79222,47
2865,Derrick Perkins,Male,40,Nauru,43165,16
2866,Nicole Moore,Male,36,Dominica,134250,66
2867,Nicholas Richardson,Male,62,Brunei Darussalam,23748,81
2868,Anna White,Female,28,Angola,118581,96
2869,Scott Lopez,Female,18,Western Sahara,46553,43
2870,Nicholas Holland Jr.,Female,41,Benin,136547,8
2871,Christopher Long,Female,79,Bulgaria,80380,3
2872,Andrea Jones,Female,71,Jersey,64331,12
2873,Terry Waller,Non-Binary,24,Turkmenistan,116033,84
2874,Joseph Acosta,Female,42,Reunion,116844,16
2875,Lindsey Gray,Male,38,Serbia,140617,78
2876,Ronald Hines,Female,32,Guinea-Bissau,59560,80
2877,Amanda Wright,Female,18,Korea,73865,59
2878,Charles Burton,Female,29,Thailand,66686,49
2879,Vincent Rosario,Female,75,Niue,95910,63
2880,Noah Morgan,Male,24,Maldives,24675,62
2881,Christina Castillo,Male,32,Montserrat,86706,49
2882,Jill Martin,Male,38,Moldova,126985,51
2883,Christopher Brown,Male,36,Switzerland,129021,33
2884,Lori Martinez,Female,77,Tunisia,144062,30
2885,Ashley Phillips,Female,46,Colombia,147359,59
2886,Sara Thomas,Male,42,Hong Kong,97986,76
2887,Allison Simmons,Non-Binary,50,American Samoa,96216,15
2888,Matthew Perez,Female,66,Gabon,30068,82
2889,Janice Henson,Female,49,Belgium,74460,92
2890,Ashley Jackson,Non-Binary,66,Mexico,120766,23
2891,Brian Sosa,Non-Binary,52,Timor-Leste,66418,78
2892,Luis Wilson,Male,61,Albania,46206,94
2893,Tamara Huang,Female,55,Senegal,148180,97
2894,Cassandra Moreno,Male,43,Western Sahara,20287,45
2895,Meghan Hernandez,Female,28,Ukraine,42337,62
2896,Elizabeth Roth,Female,52,Montenegro,40666,79
2897,Brian Hendricks,Male,25,Heard Island and McDonald Islands,136595,71
2898,Tasha Cochran,Non-Binary,63,Vietnam,21161,15
2899,Angela Smith,Male,31,Burundi,134817,46
2900,Brittany Rios,Female,27,Wallis and Futuna,141025,64
2901,James Griffith,Female,19,Barbados,120667,46
2902,Karen Jones,Male,63,Slovenia,110071,56
2903,Tina Ramirez,Female,26,Kyrgyz Republic,118064,44
2904,Zachary White,Female,20,Guyana,58751,75
2905,Francisco Coleman,Male,38,Grenada,102063,29
2906,Jennifer Leon,Female,43,Madagascar,126511,95
2907,Robert Valdez,Female,25,Germany,109389,62
2908,Jason Crawford,Female,65,British Indian Ocean Territory (Chagos Archipelago),34758,89
2909,Kim Underwood,Female,19,Kuwait,85780,52
2910,Kevin Fisher,Male,23,Libyan Arab Jamahiriya,135614,54
2911,Melissa Goodman,Female,45,Korea,23178,88
2912,Cynthia Smith,Female,70,French Guiana,51831,57
2913,Alicia Grant DVM,Female,46,Romania,22176,83
2914,Amy Bailey,Female,43,Bermuda,123306,66
2915,Sharon Fuentes,Male,42,Paraguay,53654,22
2916,Charles Castaneda,Non-Binary,29,San Marino,143220,20
2917,Susan Sanchez,Female,22,Burundi,46627,33
2918,Amy Taylor,Female,51,Libyan Arab Jamahiriya,72550,72
2919,Michele Bennett,Male,65,French Polynesia,132025,25
2920,Vincent Watson,Female,54,Hungary,64910,46
2921,Mary Jones,Male,32,Netherlands Antilles,110417,73
2922,Sheila Johnson,Male,61,Colombia,78251,98
2923,Bob Jones,Male,53,Slovenia,55422,57
2924,Robin Hernandez,Female,32,Belarus,31984,87
2925,Patrick Adkins,Male,60,Bhutan,109312,5
2926,Elizabeth Jenkins,Female,65,Mauritania,81386,55
2927,Richard Dominguez,Male,40,Peru,103291,61
2928,Christopher Ibarra,Male,23,South Georgia and the South Sandwich Islands,27135,89
2929,Paul Gordon,Female,63,Syrian Arab Republic,20320,8
2930,Ronnie Frazier,Female,67,Oman,122958,16
2931,Kristen Gallegos,Female,61,Mexico,114171,48
2932,Kathryn Fletcher,Male,76,Cameroon,41684,61
2933,Christopher Dudley,Male,60,Fiji,75913,15
2934,Vanessa Martinez,Female,62,Bermuda,108774,65
2935,Manuel Robinson,Female,38,Netherlands,41889,22
2936,Paul Hansen,Female,40,Rwanda,115849,3
2937,Rose Mcdonald,Female,60,Namibia,118071,54
2938,Martin Wilcox,Female,72,Iraq,68899,14
2939,Robert Lucas,Non-Binary,33,Wallis and Futuna,144011,36
2940,Brian Miller,Male,64,Burundi,30770,82
2941,Sarah Johnson,Female,70,Jordan,59321,82
2942,Joshua Jones,Male,77,Ethiopia,105962,67
2943,Nicole Parker,Male,32,Christmas Island,129863,10
2944,Margaret Johnson,Male,42,Central African Republic,61777,49
2945,William Cunningham,Male,53,Cambodia,66250,65
2946,Rachel Williams,Male,28,Netherlands Antilles,93034,91
2947,Tony Smith,Female,68,Western Sahara,124940,57
2948,Douglas Sanders,Female,32,Lesotho,60130,27
2949,Paul Swanson,Non-Binary,21,Grenada,101931,75
2950,Michele Davis,Female,38,Malawi,69346,5
2951,Patrick Garcia,Male,30,Myanmar,22537,71
2952,Brittany Matthews,Non-Binary,39,Belarus,104762,83
2953,Kevin Christian,Female,36,Korea,35216,57
2954,Christian Ford,Female,51,Austria,104149,93
2955,Anna Higgins,Female,31,Sudan,23009,15
2956,Rhonda Pena,Male,78,Russian Federation,109904,99
2957,Candace Stuart,Female,21,Turkmenistan,49327,76
2958,Monica Curtis,Male,65,United States Minor Outlying Islands,34209,30
2959,Gloria Floyd,Male,70,Turks and Caicos Islands,68443,20
2960,Isaac Chase,Female,69,Estonia,35029,37
2961,Steven Schroeder,Male,63,Saint Helena,87613,3
2962,Daniel Bishop,Female,44,Saint Martin,99443,73
2963,Christian Burton,Female,46,Haiti,76997,41
2964,Robert Thomas PhD,Female,64,Ethiopia,122171,39
2965,Tracy Harrington,Male,45,United States Virgin Islands,134456,26
2966,Brandon Edwards,Non-Binary,52,Bulgaria,82559,2
2967,Candice Ramirez,Non-Binary,25,Bosnia and Herzegovina,84892,23
2968,Brandon White,Male,33,Swaziland,90409,23
2969,Deanna Kennedy,Female,59,Mexico,28635,85
2970,Shawn Santos,Female,53,Guatemala,53065,16
2971,Caleb Carroll,Non-Binary,47,Pitcairn Islands,131399,9
2972,Scott Morales,Male,35,French Polynesia,140544,13
2973,Sylvia Anderson,Female,19,Holy See (Vatican City State),127340,28
2974,Ryan Crane,Female,66,Libyan Arab Jamahiriya,53783,27
2975,Michael Hunter,Male,30,Syrian Arab Republic,54152,51
2976,Shawn Fleming,Female,21,Syrian Arab Republic,78741,64
2977,Maria Figueroa,Male,43,Aruba,127049,52
2978,Roberto Smith,Non-Binary,42,Ghana,71502,81
2979,Donna Moore,Male,47,Jordan,49092,38
2980,Benjamin Price,Female,28,Slovakia (Slovak Republic),37653,65
2981,Brandon Owens,Male,24,Macedonia,117999,18
2982,Stephanie Marshall,Female,48,Brunei Darussalam,119564,63
2983,Nicholas Lowery,Female,61,Afghanistan,60469,51
2984,Patricia Gonzalez,Female,27,Tanzania,143064,9
2985,Evan Davies,Male,56,Montserrat,106483,13
2986,Dr. John Ramirez,Male,30,Cambodia,141585,40
2987,Christopher Harrison,Male,48,Brunei Darussalam,79754,55
2988,Erica Johnson,Male,24,Tanzania,49978,79
2989,Jamie Mayer,Male,73,Trinidad and Tobago,107592,43
2990,Jeffrey Kennedy,Male,66,Haiti,114543,44
2991,Sean Cisneros,Male,59,Luxembourg,63169,68
2992,Debra Reid,Male,78,Switzerland,68287,33
2993,Benjamin Sullivan,Female,59,Afghanistan,74745,24
2994,Michael Savage,Non-Binary,73,Russian Federation,130168,36
2995,Mckenzie Green,Female,53,Montserrat,133985,10
2996,Anna Valenzuela,Female,37,Andorra,140843,20
2997,Paul Martin,Male,21,Wallis and Futuna,25543,75
2998,Jason Alvarez,Female,71,Saint Martin,76392,12
2999,Caitlyn Horton,Male,24,Australia,41067,62
3000,Michael Price,Male,71,Bahrain,71033,18
3001,Richard Harper,Female,18,Niue,65256,94
3002,Michael Jensen,Female,61,Iran,110633,63
3003,William Mcmillan,Female,73,Cyprus,128383,84
3004,Nancy Stewart,Male,62,Uzbekistan,129048,25
3005,Jimmy Hernandez,Male,59,Romania,89345,12
3006,Ashley Cordova,Female,64,United Arab Emirates,42191,21
3007,Joseph Smith,Male,76,Guam,106803,25
3008,Ronnie Martinez,Male,30,Ireland,92742,11
3009,Wayne Davis,Female,72,Falkland Islands (Malvinas),138843,64
3010,William Fisher,Male,39,Zambia,106593,73
3011,Carol Gray,Male,71,Austria,48992,50
3012,Tristan Bonilla,Male,38,Kuwait,132050,62
3013,Alexis Cervantes,Female,39,Chile,101531,89
3014,Steven Shaw,Female,45,Croatia,68803,99
3015,Melissa Banks,Female,26,Sweden,129975,96
3016,Jason Bell,Male,43,Burkina Faso,83477,49
3017,Kelly Hubbard,Female,26,Fiji,33210,14
3018,Christopher Patterson,Female,32,Tanzania,103329,1
3019,Kurt Daniels,Female,27,Tonga,46270,81
3020,Ryan Barker,Male,41,Latvia,82008,25
3021,Douglas Oliver,Female,75,Christmas Island,25197,59
3022,Shannon Cowan,Male,74,Macao,133857,72
3023,Ashley Banks,Female,78,Central African Republic,27452,69
3024,Jennifer Crawford,Male,59,Uruguay,61486,5
3025,Tammy Garcia,Male,25,Moldova,34859,99
3026,Kevin Johnson,Male,41,New Caledonia,47236,19
3027,Jason Walker,Male,33,Greece,51899,23
3028,James Gonzalez,Female,66,Tuvalu,52083,9
3029,Caleb Ponce,Female,43,Saint Helena,87708,94
3030,Jennifer Hoover,Female,44,Turks and Caicos Islands,131462,50
3031,Natalie Smith,Male,54,Solomon Islands,36663,16
3032,Danny Campbell,Male,21,Fiji,113076,33
3033,Deborah Roberson,Male,67,Albania,138665,2
3034,Jennifer Allen,Male,41,Azerbaijan,39053,14
3035,Jennifer Smith,Female,36,Benin,31085,1
3036,James Montoya,Female,53,Libyan Arab Jamahiriya,50564,90
3037,Lindsay Rogers,Male,77,Maldives,109745,58
3038,Wendy Allen,Male,56,Pakistan,79095,89
3039,Cheryl Newman,Male,27,Yemen,89517,16
3040,Rebecca Lane,Male,42,United States Minor Outlying Islands,41153,79
3041,Mark Madden,Female,35,Svalbard & Jan Mayen Islands,25247,90
3042,Tanner Holmes,Female,36,Malaysia,30553,47
3043,Brett Owen,Male,53,Cocos (Keeling) Islands,40811,44
3044,Lynn Mueller,Male,27,Central African Republic,115381,80
3045,Lori Green,Male,50,Portugal,26135,14
3046,Tiffany Harris,Male,72,Estonia,25573,93
3047,Jeffrey Fuller,Male,67,Saint Barthelemy,138819,24
3048,Alyssa Zimmerman,Female,22,Korea,144588,55
3049,Angela Reyes,Male,64,Dominican Republic,99267,15
3050,Bianca Chavez,Male,66,Bermuda,27189,83
3051,Heather Allen,Female,52,Burkina Faso,100077,72
3052,Elizabeth Nichols,Female,61,Italy,63646,34
3053,Richard Hartman,Male,51,Barbados,96623,2
3054,Mary Hill,Female,50,Iceland,131971,27
3055,Lori Little,Male,72,Western Sahara,73687,74
3056,Ashley Stevens,Female,38,Vietnam,88312,99
3057,Ashley Campbell,Male,34,Mauritania,127615,87
3058,Anna Snyder,Male,39,Uzbekistan,47564,72
3059,Ryan Myers,Male,65,Venezuela,48835,92
3060,Alex Jones DVM,Male,54,South Africa,81587,23
3061,Michael Brooks,Male,32,Sierra Leone,27697,68
3062,Terry Stokes,Male,52,Holy See (Vatican City State),100165,14
3063,Adam White,Male,45,Albania,93922,63
3064,Lisa Johnson,Female,24,Liberia,37046,93
3065,Wendy Webb,Female,49,Bahrain,77823,65
3066,Kimberly Moore,Male,28,Bahamas,93580,68
3067,Tammy Lee,Male,27,Solomon Islands,73370,63
3068,Alexander Hunt,Female,26,Guernsey,29615,96
3069,Sean Wilson,Non-Binary,31,Western Sahara,133338,97
3070,Garrett Robinson,Female,30,Moldova,25060,90
3071,Teresa Adams,Female,78,Norway,96436,81
3072,Dr. Gregory Arnold,Female,74,Qatar,80519,87
3073,Patrick Simpson,Female,79,Sao Tome and Principe,140562,64
3074,Jennifer Lee,Male,42,Yemen,91117,32
3075,Michael Clay,Female,19,Bahamas,81158,79
3076,James Silva,Female,52,Bermuda,54782,13
3077,Emily Bauer,Male,24,Brazil,105709,66
3078,Katherine Andrade,Female,38,Montserrat,98533,19
3079,Paul Cabrera,Male,35,Holy See (Vatican City State),128939,24
3080,Lisa Patterson,Male,20,Afghanistan,78255,88
3081,Jacqueline Chen,Female,59,New Caledonia,131952,11
3082,Christopher Johnson,Female,71,Christmas Island,92684,59
3083,Laurie Carter,Female,78,Tanzania,76918,86
3084,Maria Sanford,Female,56,Kyrgyz Republic,146093,15
3085,Allen White,Female,58,Turks and Caicos Islands,104284,10
3086,Richard Howard,Female,66,Sri Lanka,99558,41
3087,Matthew Watson,Female,28,Botswana,105549,27
3088,Barbara Flores,Male,56,Suriname,124223,60
3089,Gary Marshall,Female,41,Palestinian Territory,101422,73
3090,Stephanie Hoffman,Male,77,Benin,140363,52
3091,Lance Rose,Non-Binary,63,Germany,146352,28
3092,Donald Franklin,Non-Binary,36,Colombia,45256,65
3093,Shannon Jones,Female,21,Japan,50005,17
3094,Jennifer Avila,Male,43,Belgium,26638,95
3095,Francisco Gonzalez,Male,55,San Marino,57419,44
3096,Kathleen Mooney,Non-Binary,59,Turkmenistan,53377,10
3097,Caleb Jackson,Male,49,Aruba,126244,63
3098,James Ray,Non-Binary,56,Samoa,63116,93
3099,Mason Chase,Female,62,Guyana,56634,82
3100,Susan Mitchell DVM,Female,63,Denmark,102291,47
3101,Steven Hull,Male,53,Yemen,43382,38
3102,Matthew Jones,Female,57,Svalbard & Jan Mayen Islands,135303,70
3103,Robert Cummings,Female,54,Tokelau,76063,76
3104,Paul Ross,Male,50,South Africa,42394,53
3105,Emily Salazar,Male,53,Kazakhstan,87789,78
3106,Michael Gibson,Male,20,Austria,123246,44
3107,Tracy Martinez,Male,26,Swaziland,130634,74
3108,Luke Johnson,Male,25,Mongolia,20864,54
3109,Adam Garcia,Male,50,Burkina Faso,119572,20
3110,Michael Graham,Female,76,Cook Islands,60222,79
3111,Corey Barrera,Female,23,Aruba,33666,31
3112,Steven Mayo,Female,58,Antigua and Barbuda,143664,7
